fund_symbol,rating,return_rating,risk_rating,investment_type,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_cash_ratio,asset_stocks,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,median_market_cap,net_asset_value,fund_return_ytd,category_return_ytd,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
MCPRX,4,4,1,Growth,1.34,1.16,1.53,98.47,40.68,7.07,5.86,27.34,18654.43,11730000000,15.58,14.82,22.19,22.59,17.27,13.64,15.39,13.1,14.44,12.76,37.14,32.52,0.57,-6.65,25.62,23.91,4.15,6.03,3.93,-0.95,8.31,7,36.54,34.93,15.83,14.07,-6.29,-3.96,28.24,24.61,14,2,16.46,0.11,14.69,0.11,14.08,0.11
MCRFX,3,3,3,Value,1.86,1.09,5.51,94.49,14.77,1.13,0.64,6.76,13635.46,296680000,-12.88,-15.13,-7.34,-10.02,0.92,-0.95,4.55,3.98,7.4,7.96,28.22,25.18,-10.41,-12.86,7.73,13.22,21.37,18.06,-7.64,-5.41,5.53,9.31,32.15,35.14,12.15,16.6,-1.53,-3.96,24.4,21.92,19,5,-0.6,-0.02,2.96,0.03,5.98,0.07
MCVIX,5,5,2,Value,0.82,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-11.77,-15.13,-6.48,-10.02,1.97,-0.95,5.56,3.98,9.72,7.96,30.83,25.18,-11.44,-12.86,13.69,13.22,15.68,18.06,-2.27,-5.41,10.15,9.31,36.57,35.14,18.86,16.6,-1.81,-3.96,27.36,21.92,13,5,0.35,-0.02,3.93,0.03,8.41,0.07
MCVRX,4,4,2,Value,1.32,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-12.16,-15.13,-6.91,-10.02,1.47,-0.95,5.02,3.98,9.17,7.96,30.22,25.18,-11.88,-12.86,13.1,13.22,15.13,18.06,-2.79,-5.41,9.66,9.31,35.86,35.14,18.18,16.6,-2.26,-3.96,26.75,21.92,12,4,-0.11,-0.02,3.45,0.03,7.89,0.07
MDPIX,2,2,3,Blend,1.67,1.05,19.04,76.58,21.27,2.17,1.2,10.74,5309.4,4140000,-8.14,-6.28,-3.16,-0.89,0.81,3.18,5.34,6.39,8.27,9.18,23.47,26.21,-12.79,-11.15,14.17,15.93,18.65,14.14,-3.85,-4.75,7.86,7.8,31.09,34.1,15.47,16.15,-3.87,-3.81,24,22.52,13,5,-0.66,0.01,3.54,0.05,6.73,0.08
MDPSX,2,2,3,Blend,2.67,1.05,19.04,76.58,21.27,2.17,1.2,10.74,5309.4,4140000,-8.91,-6.28,-4.12,-0.89,-0.19,3.18,4.28,6.39,7.2,9.18,22.26,26.21,-13.65,-11.15,13.03,15.93,17.45,14.14,-4.82,-4.75,6.81,7.8,29.79,34.1,14.31,16.15,-4.79,-3.81,22.75,22.52,13,5,-1.53,0.01,2.65,0.05,5.79,0.08
MDRFX,4,4,3,Value,1.11,1.09,5.51,94.49,14.77,1.13,0.64,6.76,13635.46,296680000,-12.36,-15.13,-6.65,-10.02,1.7,-0.95,5.35,3.98,8.29,7.96,29.24,25.18,-9.74,-12.86,8.55,13.22,22.31,18.06,-6.9,-5.41,6.4,9.31,33.29,35.14,13.2,16.6,-0.59,-3.96,25.68,21.92,19,5,0.1,-0.02,3.65,0.03,6.75,0.07
MEFAX,3,3,2,Growth,1.26,1.16,2.93,96.66,31.79,4.43,2.85,20,17970.85,8490000000,6.41,14.82,13.19,22.59,11.22,13.64,11.75,13.1,13.21,12.76,31.5,32.52,-3.65,-6.65,24.02,23.91,5.56,6.03,5.37,-0.95,12.38,7,35.44,34.93,14.05,14.07,-2.37,-3.96,27.43,24.61,14,5,9.04,0.11,9.75,0.11,12,0.11
MEFNX,3,3,2,Growth,1.41,1.16,2.93,96.66,31.79,4.43,2.85,20,17970.85,8490000000,6.32,14.82,13.07,22.59,11.05,13.64,11.59,13.1,12.99,12.76,31.28,32.52,-3.82,-6.65,23.87,23.91,5.39,6.03,5.24,-0.95,12.18,7,35,34.93,13.75,14.07,-2.71,-3.96,27.05,24.61,14,3,8.88,0.11,9.6,0.11,11.79,0.11
MEFYX,4,3,2,Growth,0.91,1.16,2.93,96.66,31.79,4.43,2.85,20,17970.85,8490000000,6.72,14.82,13.6,22.59,11.61,13.64,12.14,13.1,13.63,12.76,31.99,32.52,-3.34,-6.65,24.46,23.91,5.95,6.03,5.75,-0.95,12.79,7,35.99,34.93,14.47,14.07,-2.01,-3.96,27.91,24.61,14,5,9.41,0.11,10.11,0.11,12.4,0.11
MEGAX,1,1,2,Growth,1.7,1.16,5.6,91.39,20.95,3.17,1.8,10.86,11132.71,29730000,-4.74,14.82,-1.56,22.59,1.82,13.64,4.64,13.1,5.85,12.76,13.7,32.52,-8.22,-6.65,19.17,23.91,8.66,6.03,-0.94,-0.95,-6.74,7,39.38,34.93,6.77,14.07,-5.52,-3.96,21.35,24.61,17,8,0.22,0.11,3.25,0.11,5.02,0.11
MGOAX,2,2,2,Growth,1.29,1.16,0.23,99.77,29.19,3.5,2.06,17.09,16837.22,520570000,-0.26,14.82,3.9,22.59,3.83,13.64,6.85,13.1,9.74,12.76,26.05,32.52,-13.85,-6.65,24.17,23.91,7.07,6.03,-4.6,-0.95,9.9,7,33.38,34.93,15.72,14.07,-1.04,-3.96,25.18,24.61,13,6,2.07,0.11,5.14,0.11,8.37,0.11
MGOTX,1,1,2,Growth,2.03,1.16,0.23,99.77,29.19,3.5,2.06,17.09,16837.22,520570000,-0.97,14.82,3.11,22.59,3.08,13.64,6.11,13.1,8.95,12.76,25.22,32.52,-14.44,-6.65,23.32,23.91,6.39,6.03,-5.25,-0.95,9.09,7,32.4,34.93,14.84,14.07,-1.77,-3.96,24.22,24.61,13,6,1.38,0.11,4.46,0.11,7.65,0.11
MGOYX,2,2,2,Growth,1.04,1.16,0.23,99.77,29.19,3.5,2.06,17.09,16837.22,520570000,0.04,14.82,4.23,22.59,4.11,13.64,7.14,13.1,10.02,12.76,26.25,32.52,-13.58,-6.65,24.5,23.91,7.37,6.03,-4.36,-0.95,10.17,7,33.71,34.93,16.01,14.07,-0.77,-3.96,25.48,24.61,15,6,2.34,0.11,5.4,0.11,8.63,0.11
MGPIX,2,1,2,Growth,1.73,1.16,0.17,99.79,28.1,3.5,1.99,15.05,6366.31,34130000,0.78,14.82,6.23,22.59,4.32,13.64,7.37,13.1,9.46,12.76,24.09,32.52,-12.06,-6.65,18.08,23.91,12.6,6.03,0.22,-0.95,5.58,7,30.16,34.93,15.08,14.07,-2.95,-3.96,28.19,24.61,14,4,2.5,0.11,5.6,0.11,8.21,0.11
MGPSX,1,1,2,Growth,2.73,1.16,0.17,99.79,28.1,3.5,1.99,15.05,6366.31,34130000,-0.04,14.82,5.2,22.59,3.28,13.64,6.3,13.1,8.38,12.76,22.82,32.52,-12.92,-6.65,16.9,23.91,11.48,6.03,-0.8,-0.95,4.48,7,28.89,34.93,14,14.07,-3.88,-3.96,26.81,24.61,13,5,1.55,0.11,4.64,0.11,7.2,0.11
MGRFX,4,3,2,Growth,0.81,1.16,2.93,96.66,31.79,4.43,2.85,20,17970.85,8490000000,6.83,14.82,13.72,22.59,11.71,13.64,12.25,13.1,13.74,12.76,32.06,32.52,-3.22,-6.65,24.57,23.91,6.07,6.03,5.82,-0.95,12.88,7,36.19,34.93,14.51,14.07,-1.86,-3.96,28.03,24.61,14,5,9.51,0.11,10.21,0.11,12.5,0.11
MHHQX,3,3,3,Value,1.04,0.8,6.8,0.23,17.88,2.07,0.52,8.73,7117.97,16770000000,1.85,5.64,9.64,5.74,4.24,4.64,2.62,4.16,4.21,3.87,9.18,8.94,-1.46,-0.61,3.57,4.27,2.93,3.86,-0.24,-0.45,7.44,5.42,-0.83,-0.9,9.45,7.76,3.8,6.27,9.33,8.51,8,4,2.71,0.03,1.6,0.03,3.75,0.04
MIDAX,3,2,1,Growth,1.29,1.36,0.82,99.18,21.7,2.1,1.38,13.5,4814.5,6560000000,-4.92,8.18,0.13,16.21,2.69,6.11,6.3,9.19,6.79,8.23,22.52,27.78,-10.66,-18.34,31.75,36.19,0.22,-2.98,2.48,7.05,-2.9,-5.4,19.46,26.61,24.71,22.2,-10.04,-14.72,21.85,23.04,16,6,1.15,0.04,5.54,0.08,7.06,0.08
MIDBX,3,2,1,Growth,2.04,1.36,0.82,99.18,21.7,2.1,1.38,13.5,4814.5,6560000000,-5.51,8.18,-0.61,16.21,1.93,6.11,5.51,9.19,5.99,8.23,21.59,27.78,-11.31,-18.34,30.72,36.19,-0.47,-2.98,1.71,7.05,-3.66,-5.4,18.56,26.61,23.85,22.2,-10.73,-14.72,20.92,23.04,12,7,0.36,0.04,4.7,0.08,6.15,0.08
MIDCX,3,2,1,Growth,2.04,1.36,0.82,99.18,21.7,2.1,1.38,13.5,4814.5,6560000000,-5.5,8.18,-0.61,16.21,1.93,6.11,5.51,9.19,5.99,8.23,21.58,27.78,-11.31,-18.34,30.75,36.19,-0.49,-2.98,1.71,7.05,-3.63,-5.4,18.57,26.61,23.78,22.2,-10.72,-14.72,21.01,23.04,12,7,0.36,0.04,4.69,0.08,6.15,0.08
MIDHX,3,2,1,Growth,1.29,1.36,0.82,99.18,21.7,2.1,1.38,13.5,4814.5,6560000000,-4.93,8.18,0.15,16.21,2.69,6.11,6.31,9.19,6.78,8.23,22.54,27.78,-10.66,-18.34,31.7,36.19,0.26,-2.98,2.48,7.05,-2.92,-5.4,19.47,26.61,24.71,22.2,-10.05,-14.72,21.89,23.04,10,4,1.15,0.04,5.54,0.08,7.05,0.08
MIDJX,3,3,1,Growth,1.04,1.36,0.82,99.18,21.7,2.1,1.38,13.5,4814.5,6560000000,-4.73,8.18,0.38,16.21,2.95,6.11,6.57,9.19,7.05,8.23,22.8,27.78,-10.39,-18.34,32.03,36.19,0.51,-2.98,2.73,7.05,-2.67,-5.4,19.74,26.61,25.03,22.2,-9.82,-14.72,22.2,23.04,10,4,1.42,0.04,5.82,0.08,7.36,0.08
MIDKX,3,3,3,Blend,1.17,1.05,0.92,97.98,21.74,2.06,1.17,10.51,5388.03,96590000,-8.36,-6.28,-3.04,-0.89,1.65,3.18,6.42,6.39,9.37,9.18,25.45,26.21,-11.89,-11.15,15.15,15.93,20.45,14.14,-2.78,-4.75,8.85,7.8,32.51,34.1,16.35,16.15,-2.21,-3.81,24.97,22.52,12,4,0.06,0.01,4.53,0.05,7.78,0.08
MIDRX,3,2,1,Growth,1.54,1.36,0.82,99.18,21.7,2.1,1.38,13.5,4814.5,6560000000,-5.11,8.18,-0.12,16.21,2.44,6.11,6.04,9.19,6.52,8.23,22.19,27.78,-10.86,-18.34,31.39,36.19,-0.01,-2.98,2.22,7.05,-3.17,-5.4,19.16,26.61,24.42,22.2,-10.27,-14.72,21.6,23.04,11,5,0.89,0.04,5.25,0.08,6.75,0.08
MIMSX,2,2,3,Blend,1.14,1.16,0.8,99.2,23.79,2.7,1.64,13.78,16190.96,2390000000,2.33,14.82,9.24,22.59,7.94,13.64,9.34,13.1,10.3,12.76,30.32,32.52,-9.17,-6.65,18.38,23.91,11.33,6.03,-2.92,-0.95,9.84,7,35.89,34.93,12.94,14.07,-9.08,-3.96,28.19,24.61,13,5,5.65,0.11,7.15,0.11,8.44,0.11
MISAX,5,5,4,Growth,1.36,1.3,1.06,98.94,17.3,1.89,1.12,10.02,3457.3,2180000000,-1.99,-8.13,4.51,-1.99,1.23,-2.29,6.01,3.84,8.43,4.88,27.27,22.52,-20.5,-19.13,36.54,31.58,-1.01,1.79,7.74,3.79,-0.53,-5.05,32.24,25.35,23.76,18.99,-12.03,-14.41,24.95,21.01,7,5,-0.3,-0.03,4.17,0.03,7.44,0.04
MISIX,5,5,4,Growth,0.96,1.3,1.06,98.94,17.3,1.89,1.12,10.02,3457.3,2180000000,-1.69,-8.13,4.87,-1.99,1.63,-2.29,6.43,3.84,8.88,4.88,27.88,22.52,-20.21,-19.13,37.13,31.58,-0.7,1.79,8.2,3.79,-0.2,-5.05,32.98,25.35,24.32,18.99,-11.55,-14.41,25.49,21.01,7,5,0.04,-0.03,4.54,0.03,7.86,0.04
MLUAX,4,3,2,Value,1.36,1.09,2.55,97.45,18.77,1.96,0.96,9.29,14798.83,103660000,-13.8,-15.13,-8.6,-10.02,-0.01,-0.95,4.66,3.98,7.73,7.96,28.46,25.18,-13.28,-12.86,11.61,13.22,20.6,18.06,-5.06,-5.41,6.18,9.31,33.18,35.14,15.85,16.6,-3.39,-3.96,22.77,21.92,8,5,-1.56,-0.02,3.31,0.03,6.6,0.07
MLULX,4,4,2,Value,1.11,1.09,2.55,97.45,18.77,1.96,0.96,9.29,14798.83,103660000,-13.61,-15.13,-8.3,-10.02,0.25,-0.95,4.95,3.98,7.99,7.96,28.96,25.18,-13.12,-12.86,11.9,13.22,20.9,18.06,-4.84,-5.41,6.39,9.31,33.57,35.14,16.12,16.6,-3.37,-3.96,23.1,21.92,8,5,-1.29,-0.02,3.57,0.03,6.83,0.07
MLUNX,4,3,2,Value,1.51,1.09,2.55,97.45,18.77,1.96,0.96,9.29,14798.83,103660000,-13.91,-15.13,-8.72,-10.02,-0.15,-0.95,4.52,3.98,7.53,7.96,28.38,25.18,-13.44,-12.86,11.49,13.22,20.4,18.06,-5.21,-5.41,5.99,9.31,32.77,35.14,15.46,16.6,-3.67,-3.96,22.49,21.92,8,5,-1.69,-0.02,3.17,0.03,6.41,0.07
MLUSX,4,4,2,Value,0.91,1.09,2.55,97.45,18.77,1.96,0.96,9.29,14798.83,103660000,-13.43,-15.13,-8.14,-10.02,0.45,-0.95,5.14,3.98,8.24,7.96,29.11,25.18,-12.96,-12.86,12.12,13.22,21.07,18.06,-4.56,-5.41,6.59,9.31,33.85,35.14,16.35,16.6,-2.85,-3.96,23.43,21.92,8,5,-1.11,-0.02,3.74,0.03,7.06,0.07
MLUYX,4,4,2,Value,1.01,1.09,2.55,97.45,18.77,1.96,0.96,9.29,14798.83,103660000,-13.51,-15.13,-8.23,-10.02,0.35,-0.95,5.04,3.98,8.12,7.96,29.05,25.18,-13.08,-12.86,12.05,13.22,20.96,18.06,-4.73,-5.41,6.57,9.31,33.73,35.14,16.21,16.6,-3.02,-3.96,23.42,21.92,8,5,-1.2,-0.02,3.66,0.03,6.96,0.07
MMCIX,2,2,4,Growth,1.19,1.16,1.48,98.52,23.76,3.05,1.75,13.38,6495.55,184880000,5.49,14.82,13.7,22.59,8.15,13.64,10.27,13.1,9.03,12.76,27.78,32.52,-11.23,-6.65,19.68,23.91,16.61,6.03,-3.84,-0.95,8.2,7,31.26,34.93,7.46,14.07,-14.64,-3.96,31.82,24.61,7,3,5.45,0.11,7.43,0.11,6.9,0.11
MMCMX,2,2,4,Growth,0.94,1.16,1.48,98.52,23.76,3.05,1.75,13.38,6495.55,184880000,5.73,14.82,14.01,22.59,8.43,13.64,10.58,13.1,9.31,12.76,28.11,32.52,-10.99,-6.65,19.92,23.91,17.07,6.03,-3.61,-0.95,8.43,7,31.6,34.93,7.83,14.07,-14.47,-3.96,32.36,24.61,7,3,5.68,0.11,7.68,0.11,7.13,0.11
MMELX,3,3,2,Growth,1.01,1.16,2.93,96.66,31.79,4.43,2.85,20,17970.85,8490000000,6.62,14.82,13.49,22.59,11.49,13.64,12.03,13.1,13.49,12.76,31.85,32.52,-3.39,-6.65,24.26,23.91,5.88,6.03,5.6,-0.95,12.7,7,35.8,34.93,14.33,14.07,-2.18,-3.96,27.76,24.61,14,5,9.29,0.11,10,0.11,12.26,0.11
MMSRX,2,1,2,Growth,1.57,1.16,0.23,99.77,29.19,3.5,2.06,17.09,16837.22,520570000,-0.4,14.82,3.65,22.59,3.55,13.64,6.57,13.1,9.45,12.76,25.59,32.52,-14.1,-6.65,23.85,23.91,6.83,6.03,-4.84,-0.95,9.63,7,33.04,34.93,15.43,14.07,-1.27,-3.96,24.81,24.61,11,4,1.81,0.11,4.88,0.11,8.11,0.11
MOTAX,4,3,1,Growth,1.37,1.16,0.5,99.5,34.61,6.72,3.21,20.72,16527.49,63180000,12.15,14.82,19.89,22.59,15.03,13.64,14,13.1,13.75,12.76,32.36,32.52,0.13,-6.65,26.98,23.91,3.15,6.03,5.74,-0.95,10.86,7,31.53,34.93,12.79,14.07,2.57,-3.96,19.82,24.61,16,3,13.29,0.11,12.78,0.11,13.24,0.11
MOTCX,4,4,1,Growth,0.92,1.16,0.5,99.5,34.61,6.72,3.21,20.72,16527.49,63180000,12.43,14.82,20.36,22.59,15.54,13.64,14.5,13.1,14.28,12.76,33.2,32.52,0.47,-6.65,27.43,23.91,3.81,6.03,6.12,-0.95,11.38,7,32.24,34.93,13.26,14.07,3.13,-3.96,20.42,24.61,16,3,13.72,0.11,13.22,0.11,13.75,0.11
MOTLX,4,4,1,Growth,1.12,1.16,0.5,99.5,34.61,6.72,3.21,20.72,16527.49,63180000,12.3,14.82,20.39,22.59,15.34,13.64,14.31,13.1,14.04,12.76,33.05,32.52,0.27,-6.65,27.19,23.91,3.6,6.03,6.01,-0.95,10.93,7,32,34.93,12.97,14.07,2.87,-3.96,20,24.61,16,3,13.57,0.11,13.08,0.11,13.56,0.11
MOTNX,4,3,1,Growth,1.52,1.16,0.5,99.5,34.61,6.72,3.21,20.72,16527.49,63180000,12.06,14.82,19.92,22.59,14.89,13.64,13.85,13.1,13.53,12.76,32.41,32.52,-0.18,-6.65,26.69,23.91,3.21,6.03,5.49,-0.95,10.51,7,31.26,34.93,12.27,14.07,2.46,-3.96,19.19,24.61,15,2,13.08,0.11,12.57,0.11,12.99,0.11
MOTYX,4,4,1,Growth,1.02,1.16,0.5,99.5,34.61,6.72,3.21,20.72,16527.49,63180000,12.41,14.82,20.29,22.59,15.42,13.64,14.4,13.1,14.17,12.76,33,32.52,0.5,-6.65,27.28,23.91,3.63,6.03,6.12,-0.95,11.13,7,32.23,34.93,13.09,14.07,2.89,-3.96,20.43,24.61,16,3,13.6,0.11,13.14,0.11,13.65,0.11
MPMCX,2,2,3,Blend,0.89,1.16,0.8,99.2,23.79,2.7,1.64,13.78,16190.96,2390000000,2.51,14.82,9.57,22.59,8.18,13.64,9.59,13.1,10.56,12.76,30.76,32.52,-9.06,-6.65,18.68,23.91,11.62,6.03,-2.69,-0.95,10.1,7,36.34,34.93,13.16,14.07,-8.85,-3.96,28.44,24.61,13,6,5.86,0.11,7.36,0.11,8.66,0.11
MPSIX,3,4,3,Blend,0.23,1.05,2.38,97.62,21.37,2.04,1.15,10.03,5184.35,996790000,-6.78,-6.28,-1.35,-0.89,2.67,3.18,7.15,6.39,10.11,9.18,26.02,26.21,-11.32,-11.15,15.96,15.93,20.42,14.14,-2.37,-4.75,9.51,7.8,33.13,34.1,17.65,16.15,-1.95,-3.81,26.35,22.52,13,5,0.93,0.01,5.06,0.05,8.34,0.08
MRLAX,1,1,5,Value,1,1.24,0.71,99.25,17.29,1.01,4.25,12.52,9008.26,265170000,-29.79,-18.26,-28.76,-17.68,-6.88,-0.47,-3.31,1.71,1.95,4.33,18.35,23.45,-7.92,-7.11,9.73,15.12,3.42,1.97,-0.94,-0.92,14.08,11.67,3.55,2.92,30.19,31.78,-9.67,-10.1,20.22,17.22,8,5,-8.85,-0.02,-4.66,0.01,1.4,0.04
MRLBX,1,1,5,Value,1.35,1.24,0.71,99.25,17.29,1.01,4.25,12.52,9008.26,265170000,-29.95,-18.26,-28.95,-17.68,-7.17,-0.47,-3.61,1.71,1.65,4.33,17.9,23.45,-8.19,-7.11,9.44,15.12,3.12,1.97,-1.25,-0.92,13.88,11.67,3.18,2.92,29.93,31.78,-9.91,-10.1,19.9,17.22,8,5,-9.11,-0.02,-4.94,0.01,1.09,0.04
MRMIX,2,2,4,Growth,0.99,1.16,0.22,99.78,27.66,4.75,2.58,17.52,10605.32,17880000,6.61,14.82,13.91,22.59,11.07,13.64,11.06,13.1,10.64,12.76,28.36,32.52,-3.69,-6.65,27.3,23.91,4.81,6.03,-8.62,-0.95,5.49,7,29.11,34.93,17.23,14.07,-2.79,-3.96,31.67,24.61,8,3,8.03,0.11,8.16,0.11,8.27,0.11
MRRFX,4,4,3,Value,1.36,1.09,5.51,94.49,14.77,1.13,0.64,6.76,13635.46,296680000,-12.53,-15.13,-6.84,-10.02,1.44,-0.95,5.06,3.98,7.95,7.96,28.91,25.18,-9.97,-12.86,8.2,13.22,21.97,18.06,-7.17,-5.41,6.07,9.31,32.83,35.14,12.85,16.6,-1.03,-3.96,25.22,21.92,12,4,-0.13,-0.02,3.4,0.03,6.46,0.07
MSAIX,2,2,4,Value,0.9,1.09,2.1,97.9,19.94,1.62,0.92,8.51,8462.34,1520000000,-15.95,-15.13,-9.26,-10.02,-1.25,-0.95,1.95,3.98,7.23,7.96,24.94,25.18,-12.61,-12.86,9.73,13.22,15.97,18.06,-8.73,-5.41,9.72,9.31,34.36,35.14,17.32,16.6,0.82,-3.96,22.18,21.92,10,3,-2.28,-0.02,0.61,0.03,5.57,0.07
MSARX,2,2,4,Value,1.4,1.09,2.1,97.9,19.94,1.62,0.92,8.51,8462.34,1520000000,-16.28,-15.13,-9.7,-10.02,-1.73,-0.95,1.44,3.98,6.7,7.96,24.33,25.18,-13.05,-12.86,9.18,13.22,15.43,18.06,-9.2,-5.41,9.16,9.31,33.71,35.14,16.7,16.6,0.38,-3.96,21.52,21.92,9,3,-2.68,-0.02,0.21,0.03,5.12,0.07
MSAVX,2,2,4,Value,1.15,1.09,2.1,97.9,19.94,1.62,0.92,8.51,8462.34,1520000000,-16.09,-15.13,-9.46,-10.02,-1.49,-0.95,1.7,3.98,6.97,7.96,24.62,25.18,-12.83,-12.86,9.45,13.22,15.69,18.06,-8.95,-5.41,9.42,9.31,34.04,35.14,17.02,16.6,0.6,-3.96,21.86,21.92,20,6,-2.47,-0.02,0.41,0.03,5.35,0.07
MSILX,1,1,5,Blend,1.12,0.98,2.94,97.06,15.6,1.25,0.55,7.15,10957.71,266100000,-19.43,-8.69,-14.27,-4.19,-4.97,-1.14,-1.28,3.23,1.43,3.65,30.45,21.59,-20.8,-14.59,23.61,25.12,-4.61,0.79,-5.52,-1.59,-2.72,-4.98,21.47,19.44,19.96,18.29,-16.24,-13.97,15.86,10.24,13,9,-5.23,-0.03,-2.06,0.02,0.75,0.03
MSMLX,2,2,3,Growth,1.41,1.37,5.88,94.12,26.92,5.34,2.56,21.72,2430.5,165520000,17.68,9.6,19.21,15.72,6.26,5.81,7.63,9.29,4.78,6.33,17.38,19.98,-18.05,-14.74,30.59,37.39,-1.44,2.62,-9.43,-7.45,11.39,5.53,7.19,2.21,23.92,23.62,-20.03,-20.95,35.54,18.77,7,4,4.69,0.04,6.96,0.08,4.79,0.06
MSVCX,2,2,4,Value,1.88,1.09,2.1,97.9,19.94,1.62,0.92,8.51,8462.34,1520000000,-16.64,-15.13,-10.16,-10.02,-2.21,-0.95,0.97,3.98,6.19,7.96,23.78,25.18,-13.48,-12.86,8.68,13.22,14.86,18.06,-9.62,-5.41,8.6,9.31,33.11,35.14,16.12,16.6,-0.08,-3.96,20.97,21.92,19,7,-3.06,-0.02,-0.16,0.03,4.7,0.07
MVALX,4,4,4,Value,1.12,1.05,4.05,95.95,21.84,1.72,1.08,9.04,5440.31,507930000,-2.04,-6.28,6.56,-0.89,6.22,3.18,9.79,6.39,10.86,9.18,23.62,26.21,-7.31,-11.15,24.82,15.93,16.59,14.14,-3.42,-4.75,6.15,7.8,34.78,34.1,17.42,16.15,-2.39,-3.81,18.23,22.52,20,5,3.73,0.01,6.95,0.05,8.8,0.08
MVCAX,4,5,2,Value,1.07,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-11.95,-15.13,-6.7,-10.02,1.72,-0.95,5.29,3.98,9.44,7.96,30.54,25.18,-11.66,-12.86,13.38,13.22,15.38,18.06,-2.52,-5.41,9.91,9.31,36.19,35.14,18.52,16.6,-2.04,-3.96,27.08,21.92,13,5,0.12,-0.02,3.7,0.03,8.15,0.07
MVCCX,4,3,2,Value,1.82,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-12.48,-15.13,-7.37,-10.02,0.97,-0.95,4.5,3.98,8.63,7.96,29.57,25.18,-12.35,-12.86,12.55,13.22,14.57,18.06,-3.31,-5.41,9.1,9.31,35.17,35.14,17.67,16.6,-2.76,-3.96,26.04,21.92,13,5,-0.56,-0.02,2.99,0.03,7.4,0.07
MVCGX,4,3,2,Value,1.82,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-12.54,-15.13,-7.39,-10.02,0.95,-0.95,4.5,3.98,8.62,7.96,29.6,25.18,-12.33,-12.86,12.54,13.22,14.56,18.06,-3.25,-5.41,9.06,9.31,35.11,35.14,17.65,16.6,-2.71,-3.96,26.06,21.92,10,4,-0.58,-0.02,2.98,0.03,7.39,0.07
MVCHX,4,5,2,Value,1.07,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-11.96,-15.13,-6.68,-10.02,1.72,-0.95,5.3,3.98,9.45,7.96,30.49,25.18,-11.64,-12.86,13.39,13.22,15.38,18.06,-2.5,-5.41,9.87,9.31,36.18,35.14,18.55,16.6,-2.01,-3.96,26.97,21.92,10,4,0.12,-0.02,3.7,0.03,8.15,0.07
MVCJX,5,5,2,Value,0.82,1.09,1.42,98.58,19.62,1.78,1,7.62,11386.59,9920000000,-11.78,-15.13,-6.43,-10.02,1.98,-0.95,5.56,3.98,9.72,7.96,30.9,25.18,-11.43,-12.86,13.65,13.22,15.7,18.06,-2.31,-5.41,10.18,9.31,36.58,35.14,18.84,16.6,-1.76,-3.96,27.3,21.92,10,4,0.36,-0.02,3.93,0.03,8.41,0.07
MVEIX,2,3,5,Value,1.61,1.09,9.87,90.13,10.47,1.18,0.64,4.73,8806.93,10930000,-17.2,-15.13,-11.67,-10.02,-1.58,-0.95,2.77,3.98,7.82,7.96,28.25,25.18,-16.86,-12.86,11.08,13.22,21.29,18.06,-10.83,-5.41,13.36,9.31,47.8,35.14,17.56,16.6,-6.01,-3.96,19.77,21.92,15,6,-2.09,-0.02,1.08,0.03,5.4,0.07
MXMGX,4,3,2,Growth,1.02,1.16,0.56,99.2,26.95,3.78,2.35,17.76,15394.26,1790000000,5.84,14.82,12.59,22.59,11.45,13.64,12.17,13.1,13.69,12.76,31.28,32.52,-2.33,-6.65,24.43,23.91,6.18,6.03,6.52,-0.95,12.78,7,36.36,34.93,13.68,14.07,-1.69,-3.96,27.55,24.61,17,5,9.38,0.11,10.26,0.11,12.5,0.11
MXXIX,4,4,3,Growth,1.4,1.16,0.29,99.71,43.59,6.61,5.93,26.58,20469.27,291650000,18.81,14.82,22.85,22.59,17.26,13.64,15.01,13.1,12.9,12.76,29.87,32.52,1.84,-6.65,30.05,23.91,-1.85,6.03,0.23,-0.95,8.51,7,41.96,34.93,11.56,14.07,-12.06,-3.96,16.98,24.61,14,5,15.14,0.11,13.35,0.11,11.51,0.11
